time(millisecond);datetime(utc);latitude;longitude;height_above_takeoff(meters);height_above_ground_at_drone_location(meters);ground_elevation_at_drone_location(meters);altitude_above_seaLevel(meters);height_sonar(meters);speed(km/h);distance(meters);satellites;gpslevel;voltage(v);max_altitude(meters);max_ascent(meters);max_speed(km/h);max_distance(meters); xSpeed(km/h); ySpeed(km/h); zSpeed(km/h); compass_heading(degrees); pitch(degrees); roll(degrees);isPhoto;isVideo;rc_elevator;rc_aileron;rc_throttle;rc_rudder;gimbal_heading(degrees);gimbal_pitch(degrees);battery_percent;voltageCell1;voltageCell2;voltageCell3;voltageCell4;voltageCell5;voltageCell6;current(A);battery_temperature(c);altitude(meters);ascent(meters);flycStateRaw;flycState;message
78000;25.08.2021 07:03;53,20760708;22,77343312;83,2;82,17;110,990495;193,160495;9,1;6,3;25,5226;17;5;9,49;193,260495;83,3;20,196;25,5226;-1,44;6,12;0;95,10;13,4;-3,2;0;1;1024;1024;1024;1024;95,2;-54,1;88;3,184;3,057;3,249;0;0;0;0;;193,160495;83,2;6;P-GPS;
78100;25.08.2021 07:03;53,20760664;22,77343506;83,2;82,17;110,990495;193,160495;9,1;5,256;25,6296;17;5;9,49;193,260495;83,3;20,196;25,6296;-1,44;5,04;0;94,90;13,4;-3,7;0;1;1024;1024;1024;1024;95,2;-54,1;88;3,184;3,057;3,249;0;0;0;0;;193,160495;83,2;6;P-GPS;
78200;25.08.2021 07:03;53,20760623;22,77343662;83,3;82,26;111,000495;193,260495;9,1;4,536;25,7141;17;5;9,49;193,260495;83,3;20,196;25,7141;-1,44;4,32;0;94,60;13,5;-4,1;0;1;1024;1024;1024;974;95,2;-54,1;88;3,184;3,057;3,249;0;0;0;0;;193,260495;83,3;6;P-GPS;
78300;25.08.2021 07:03;53,20760585;22,77343778;83,3;82,26;111,000495;193,260495;9,1;4,536;25,7745;17;5;9,49;193,260495;83,3;20,196;25,7745;-1,08;3,24;0;94,60;13,5;-4,6;0;1;1024;1024;1024;975;95,2;-54,1;88;3,184;3,057;3,249;0;0;0;0;;193,260495;83,3;6;P-GPS;
78400;25.08.2021 07:03;53,20760544;22,77343892;83,3;82,25;111,010495;193,260495;9,1;2,736;25,8329;17;5;9,475;193,260495;83,3;20,196;25,8329;-1,08;2,52;0;94,60;13,3;-5,4;0;1;1024;1024;1024;964;95,1;-54,1;88;3,184;3,052;3,239;0;0;0;0;;193,260495;83,3;6;P-GPS;
78500;25.08.2021 07:03;53,20760515;22,77343939;83,3;82,25;111,010495;193,260495;9,1;1,944;25,8528;17;5;9,475;193,260495;83,3;20,196;25,8528;-0,72;1,8;0;94,50;11,5;-6,1;0;1;1024;1024;1024;964;94,9;-54,1;88;3,184;3,052;3,239;0;0;0;0;;193,260495;83,3;6;P-GPS;
78600;25.08.2021 07:03;53,20760487;22,77343965;83,3;82,25;111,010495;193,260495;9,1;1,944;25,8597;17;5;9,475;193,260495;83,3;20,196;25,8597;-0,36;1,08;0;94,30;8,2;-5,6;0;1;1024;1024;1024;960;94,6;-54,1;88;3,184;3,052;3,239;0;0;0;0;;193,260495;83,3;6;P-GPS;
78700;25.08.2021 07:03;53,20760467;22,7734396;83,3;82,25;111,010495;193,260495;9,1;0,792;25,85;17;5;9,475;193,260495;83,3;20,196;25,8597;-0,36;0,72;0;94,30;5,9;-5,4;0;1;1024;1024;1024;962;94,4;-54,1;88;3,184;3,052;3,239;0;0;0;0;;193,260495;83,3;6;P-GPS;
78800;25.08.2021 07:03;53,20760455;22,77344002;83,4;82,35;111,010495;193,360495;9,1;0,792;25,8722;17;5;9,475;193,360495;83,4;20,196;25,8722;-0,36;0,36;0;94,20;4,3;-4,6;0;1;1024;1024;1024;962;94,1;-54,1;88;3,184;3,052;3,239;0;0;0;0;;193,360495;83,4;6;P-GPS;
78900;25.08.2021 07:03;53,20760443;22,77343977;83,3;82,24;111,020495;193,260495;9,1;0,36;25,8528;17;5;9,475;193,360495;83,4;20,196;25,8722;0;0,36;0;93,90;3,3;-3,7;0;1;1024;1024;1024;962;93,8;-54,1;88;3,184;3,052;3,239;0;0;0;0;;193,260495;83,3;6;P-GPS;
79000;25.08.2021 07:03;53,20760439;22,77343998;83,4;82,34;111,020495;193,360495;9,1;0,36;25,8645;17;5;9,475;193,360495;83,4;20,196;25,8722;0;0,36;0;93,60;2,3;-3,8;0;1;1024;1024;1024;960;93,5;-54,1;88;3,184;3,052;3,239;0;0;0;0;;193,360495;83,4;6;P-GPS;
79100;25.08.2021 07:03;53,20760431;22,77343966;83,4;82,34;111,020495;193,360495;9,1;0;25,8413;17;5;9,475;193,360495;83,4;20,196;25,8722;0;0;0;93,30;1,8;-3,9;0;1;1024;1024;1024;960;93,2;-54,1;88;3,184;3,052;3,239;0;0;0;0;;193,360495;83,4;6;P-GPS;
79200;25.08.2021 07:03;53,20760425;22,77344028;83,4;82,34;111,020495;193,360495;9,1;0;25,8791;17;5;9,475;193,360495;83,4;20,196;25,8791;0;0;0;93,00;1,5;-3,7;0;1;1024;1024;1024;960;92,9;-54,1;88;3,184;3,052;3,239;0;0;0;0;;193,360495;83,4;6;P-GPS;
79300;25.08.2021 07:03;53,20760419;22,77344;83,4;82,34;111,020495;193,360495;9,1;0;25,8588;17;5;9,475;193,360495;83,4;20,196;25,8791;0;0;0;92,70;1,4;-3,6;0;1;1024;1024;1024;979;92,6;-54,1;88;3,184;3,052;3,239;0;0;0;0;;193,360495;83,4;6;P-GPS;
79400;25.08.2021 07:03;53,20760399;22,77344039;83,4;82,34;111,020495;193,360495;9,1;0;25,8771;17;5;9,463;193,360495;83,4;20,196;25,8791;0;0;0;92,50;1,3;-3,6;0;1;1024;1024;1024;979;92,3;-54,1;88;3,177;3,047;3,239;0;0;0;0;;193,360495;83,4;6;P-GPS;
79500;25.08.2021 07:03;53,20760393;22,77344013;83,4;82,34;111,020495;193,360495;9,1;0;25,8589;17;5;9,463;193,360495;83,4;20,196;25,8791;0;0;0;92,20;1,2;-3,4;0;1;1024;1024;1024;1015;92;-54,1;88;3,177;3,047;3,239;0;0;0;0;;193,360495;83,4;6;P-GPS;
79600;25.08.2021 07:03;53,20760401;22,7734405;83,4;82,34;111,020495;193,360495;9,1;0;25,8849;17;5;9,463;193,360495;83,4;20,196;25,8849;0;0;0;92,10;0,7;-3,3;0;1;1024;1024;1024;1015;91,9;-54,1;88;3,177;3,047;3,239;0;0;0;0;;193,360495;83,4;6;P-GPS;
79700;25.08.2021 07:03;53,20760397;22,7734403;83,4;82,34;111,020495;193,360495;9,1;0;25,8707;17;5;9,463;193,360495;83,4;20,196;25,8849;0;0;0;91,90;0,8;-3,4;0;1;1024;1024;1024;1024;91,8;-54,2;88;3,177;3,047;3,239;0;0;0;0;;193,360495;83,4;6;P-GPS;
79800;25.08.2021 07:03;53,20760396;22,77344052;83,4;82,34;111,020495;193,360495;9,1;0;25,8843;17;5;9,463;193,360495;83,4;20,196;25,8849;0;0;0;91,90;0,5;-3,2;0;1;1024;1024;1024;1024;91,8;-54,2;88;3,177;3,047;3,239;0;0;0;0;;193,360495;83,4;6;P-GPS;
79900;25.08.2021 07:03;53,20760392;22,77344037;83,4;82,34;111,020495;193,360495;9,1;0;25,8735;17;5;9,463;193,360495;83,4;20,196;25,8849;0;0;0;91,90;0,6;-3,2;0;1;1024;1024;1024;1024;91,8;-54,3;88;3,177;3,047;3,239;0;0;0;0;;193,360495;83,4;6;P-GPS;
80000;25.08.2021 07:03;53,20760401;22,77344063;83,4;82,34;111,020495;193,360495;9,1;0;25,8932;17;5;9,463;193,360495;83,4;20,196;25,8932;0;0;0;91,80;0,6;-3,1;0;1;1024;1024;1024;1024;91,8;-54,3;88;3,177;3,047;3,239;0;0;0;0;;193,360495;83,4;6;P-GPS;
80100;25.08.2021 07:03;53,20760397;22,77344055;83,4;82,34;111,020495;193,360495;9,1;0;25,8865;17;5;9,463;193,360495;83,4;20,196;25,8932;0;0;0;91,80;0,4;-2,9;0;1;1024;1024;1024;1024;91,8;-54,4;88;3,177;3,047;3,239;0;0;0;0;;193,360495;83,4;6;P-GPS;
80200;25.08.2021 07:03;53,20760384;22,77344074;83,4;82,34;111,020495;193,360495;9,1;0;25,8947;17;5;9,463;193,360495;83,4;20,196;25,8947;0;0;0;91,80;0,3;-3,7;0;1;1024;1024;1024;1024;91,8;-54,6;88;3,177;3,047;3,239;0;0;0;0;;193,360495;83,4;6;P-GPS;
80300;25.08.2021 07:03;53,20760378;22,77344074;83,4;82,34;111,020495;193,360495;9,1;0;25,8922;17;5;9,463;193,360495;83,4;20,196;25,8947;0;0;0;91,90;0,8;-4,2;0;1;1024;1024;1024;1024;91,8;-55;88;3,177;3,047;3,239;0;0;0;0;;193,360495;83,4;6;P-GPS;
80400;25.08.2021 07:03;53,20760385;22,77344085;83,4;82,34;111,020495;193,360495;9,1;0;25,9016;17;5;9,579;193,360495;83,4;20,196;25,9016;0;0;0;91,80;1;-3,9;0;1;1024;1024;1024;1024;91,8;-55,3;88;3,217;3,092;3,27;0;0;0;0;;193,360495;83,4;6;P-GPS;
80500;25.08.2021 07:03;53,2076038;22,77344088;83,4;82,34;111,020495;193,360495;9,1;0;25,9024;17;5;9,579;193,360495;83,4;20,196;25,9024;0;0;0;91,70;0,8;-3,3;0;1;1024;1024;1024;1024;91,8;-55,7;88;3,217;3,092;3,27;0;0;0;0;;193,360495;83,4;6;P-GPS;
80600;25.08.2021 07:03;53,20760375;22,77344089;83,4;82,34;111,020495;193,360495;9,1;0;25,9009;17;5;9,579;193,360495;83,4;20,196;25,9024;0;0;0;91,80;0,7;-3,4;0;1;1024;1024;1024;1024;91,8;-56;88;3,217;3,092;3,27;0;0;0;0;;193,360495;83,4;6;P-GPS;
80700;25.08.2021 07:03;53,2076037;22,77344095;83,4;82,34;111,020495;193,360495;9,1;0;25,9032;17;5;9,579;193,360495;83,4;20,196;25,9032;0;0;0;91,90;1;-3,6;0;1;1024;1024;1024;1024;91,8;-56,4;88;3,217;3,092;3,27;0;0;0;0;;193,360495;83,4;6;P-GPS;
80800;25.08.2021 07:03;53,2076038;22,77344099;83,4;82,34;111,020495;193,360495;9,1;0;25,9086;17;5;9,579;193,360495;83,4;20,196;25,9086;0;0;0;91,90;1,1;-4;0;1;1024;1024;1024;1024;91,8;-56,7;88;3,217;3,092;3,27;0;0;0;0;;193,360495;83,4;6;P-GPS;
80900;25.08.2021 07:03;53,20760376;22,77344107;83,4;82,34;111,020495;193,360495;9,1;0;25,9128;17;5;9,579;193,360495;83,4;20,196;25,9128;0;0;0;91,80;1;-4,3;0;1;1024;1024;1024;1024;91,8;-57;88;3,217;3,092;3,27;0;0;0;0;;193,360495;83,4;6;P-GPS;
81000;25.08.2021 07:03;53,20760369;22,77344121;83,4;82,34;111,020495;193,360495;9,1;0;25,9191;17;5;9,579;193,360495;83,4;20,196;25,9191;0;0;0;91,70;1,2;-3,8;0;1;1024;1024;1024;1024;91,8;-57,4;88;3,217;3,092;3,27;0;0;0;0;;193,360495;83,4;6;P-GPS;
81100;25.08.2021 07:03;53,20760367;22,77344132;83,4;82,34;111,020495;193,360495;9,1;0;25,9258;17;5;9,579;193,360495;83,4;20,196;25,9258;0;0;0;91,80;1,2;-3,6;0;1;1024;1024;1024;1024;91,8;-57,7;88;3,217;3,092;3,27;0;0;0;0;;193,360495;83,4;6;P-GPS;
81200;25.08.2021 07:03;53,20760395;22,77344122;83,4;82,34;111,020495;193,360495;9,1;0;25,9285;17;5;9,579;193,360495;83,4;20,196;25,9285;0;0;0;91,70;1,4;-2,9;0;1;1024;1024;1024;1024;91,8;-58,1;88;3,217;3,092;3,27;0;0;0;0;;193,360495;83,4;6;P-GPS;
81300;25.08.2021 07:03;53,20760395;22,77344133;83,4;82,34;111,020495;193,360495;9,1;0;25,9354;17;5;9,579;193,360495;83,4;20,196;25,9354;0;0;0;91,70;1,2;-2,7;0;1;1024;1024;1024;1024;91,8;-58,4;88;3,217;3,092;3,27;0;0;0;0;;193,360495;83,4;6;P-GPS;
81400;25.08.2021 07:03;53,2076038;22,77344119;83,4;82,34;111,020495;193,360495;9,1;0;25,9219;17;5;9,609;193,360495;83,4;20,196;25,9354;0;0;0;91,80;1,2;-3,4;0;1;1024;1024;1024;1024;91,8;-58,7;88;3,229;3,107;3,273;0;0;0;0;;193,360495;83,4;6;P-GPS;
81500;25.08.2021 07:03;53,20760377;22,77344129;83,4;82,34;111,020495;193,360495;9,1;0;25,9273;17;5;9,609;193,360495;83,4;20,196;25,9354;0;0;0;91,80;1,1;-3,9;0;1;1024;1024;1024;1024;91,8;-59,1;88;3,229;3,107;3,273;0;0;0;0;;193,360495;83,4;6;P-GPS;
81600;25.08.2021 07:03;53,20760392;22,77344115;83,4;82,34;111,020495;193,360495;9,1;0;25,923;17;5;9,609;193,360495;83,4;20,196;25,9354;0;0;0;91,80;1,3;-3,5;0;1;1024;1024;1024;1024;91,8;-59,4;88;3,229;3,107;3,273;0;0;0;0;;193,360495;83,4;6;P-GPS;
81700;25.08.2021 07:03;53,20760391;22,77344126;83,4;82,34;111,020495;193,360495;9,1;0;25,9297;17;5;9,609;193,360495;83,4;20,196;25,9354;0;0;0;91,70;1,7;-3,3;0;1;1024;1024;1024;1024;91,8;-59,8;88;3,229;3,107;3,273;0;0;0;0;;193,360495;83,4;6;P-GPS;
81800;25.08.2021 07:03;53,20760392;22,77344131;83,4;82,34;111,020495;193,360495;9,1;0;25,933;17;5;9,609;193,360495;83,4;20,196;25,9354;0;0;0;91,70;1,7;-3,4;0;1;1024;1024;1024;1024;91,8;-60,1;88;3,229;3,107;3,273;0;0;0;0;;193,360495;83,4;6;P-GPS;
81900;25.08.2021 07:03;53,20760391;22,77344141;83,4;82,34;111,020495;193,360495;9,1;0;25,9396;17;5;9,609;193,360495;83,4;20,196;25,9396;0;0;0;91,70;1,7;-3,4;0;1;1024;1024;1024;1024;91,8;-60,4;88;3,229;3,107;3,273;0;0;0;0;;193,360495;83,4;6;P-GPS;
82000;25.08.2021 07:03;53,20760409;22,77344158;83,4;82,34;111,020495;193,360495;9,1;0;25,9558;17;5;9,609;193,360495;83,4;20,196;25,9558;0;0;0;91,70;1,7;-3,2;0;1;1024;1024;1024;1024;91,8;-60,8;88;3,229;3,107;3,273;0;0;0;0;;193,360495;83,4;6;P-GPS;
82100;25.08.2021 07:03;53,2076041;22,7734417;83,4;82,34;111,020495;193,360495;9,1;0;25,9638;17;5;9,609;193,360495;83,4;20,196;25,9638;0;0;0;91,70;1,8;-3,1;0;1;1024;1024;1024;1024;91,8;-61,1;88;3,229;3,107;3,273;0;0;0;0;;193,360495;83,4;6;P-GPS;
82200;25.08.2021 07:03;53,20760408;22,77344132;83,4;82,34;111,020495;193,360495;9,1;0;25,939;16;5;9,609;193,360495;83,4;20,196;25,9638;0;0;0;91,70;1,8;-3,4;0;1;1024;1024;1024;1024;91,8;-61,2;88;3,229;3,107;3,273;0;0;0;0;;193,360495;83,4;6;P-GPS;
82300;25.08.2021 07:03;53,20760408;22,7734414;83,4;82,34;111,020495;193,360495;9,1;0;25,9441;16;5;9,609;193,360495;83,4;20,196;25,9638;0;0;0;91,70;1,8;-3,5;0;1;1024;1024;1024;1024;91,8;-61,2;88;3,229;3,107;3,273;0;0;0;0;;193,360495;83,4;6;P-GPS;
82400;25.08.2021 07:03;53,20760406;22,7734414;83,4;82,34;111,020495;193,360495;9,1;0;25,9437;16;5;9,609;193,360495;83,4;20,196;25,9638;0;0;0;91,70;1,8;-3,4;0;1;1024;1024;1024;1024;91,8;-61,2;88;3,229;3,107;3,273;0;0;0;0;;193,360495;83,4;6;P-GPS;
82500;25.08.2021 07:03;53,20760406;22,77344147;83,4;82,34;111,020495;193,360495;9,1;0;25,9483;16;5;9,622;193,360495;83,4;20,196;25,9638;0;0;0;91,80;1,7;-3,5;0;1;1024;1024;1024;1024;91,8;-61,2;88;3,232;3,111;3,279;0;0;0;0;;193,360495;83,4;6;P-GPS;
82600;25.08.2021 07:03;53,20760405;22,77344162;83,4;82,34;111,020495;193,360495;9,1;0;25,9575;16;5;9,622;193,360495;83,4;20,196;25,9638;0;0;0;91,80;1,7;-3,7;0;1;1024;1024;1024;1024;91,8;-61,2;88;3,232;3,111;3,279;0;0;0;0;;193,360495;83,4;6;P-GPS;
82700;25.08.2021 07:03;53,20760405;22,7734417;83,4;82,34;111,020495;193,360495;9,1;0;25,9624;16;5;9,622;193,360495;83,4;20,196;25,9638;0;0;0;91,80;1,8;-3,7;0;1;1024;1024;1024;1024;91,8;-61,2;88;3,232;3,111;3,279;0;0;0;0;;193,360495;83,4;6;P-GPS;
82800;25.08.2021 07:03;53,20760421;22,77344138;83,4;82,34;111,020495;193,360495;9,1;0;25,9474;17;5;9,622;193,360495;83,4;20,196;25,9638;0;0;0;91,70;1,7;-3,4;0;1;1024;1024;1024;1024;91,8;-61,2;88;3,232;3,111;3,279;0;0;0;0;;193,360495;83,4;6;P-GPS;
82900;25.08.2021 07:03;53,20760423;22,77344142;83,4;82,34;111,020495;193,360495;9,1;0;25,9507;17;5;9,622;193,360495;83,4;20,196;25,9638;0;0;0;91,70;1,7;-3,2;0;1;1024;1024;1024;1024;91,8;-61,2;88;3,232;3,111;3,279;0;0;0;0;;193,360495;83,4;6;P-GPS;
83000;25.08.2021 07:03;53,20760438;22,77344131;83,4;82,34;111,020495;193,360495;9,1;0;25,9483;17;5;9,622;193,360495;83,4;20,196;25,9638;0;0;0;91,80;1,7;-3,4;0;1;1024;1024;1024;927;91,8;-61,2;88;3,232;3,111;3,279;0;0;0;0;;193,360495;83,4;6;P-GPS;
83100;25.08.2021 07:03;53,20760441;22,77344133;83,3;82,24;111,020495;193,260495;9,1;0;25,9509;17;5;9,622;193,360495;83,4;20,196;25,9638;0;0;0;91,70;1,7;-3,4;0;1;1024;1024;1024;906;91,6;-61,2;88;3,232;3,111;3,279;0;0;0;0;;193,260495;83,3;6;P-GPS;
83200;25.08.2021 07:03;53,20760452;22,77344126;83,3;82,25;111,010495;193,260495;9,1;0;25,9503;17;5;9,622;193,360495;83,4;20,196;25,9638;0;0;0;91,50;1,6;-3,3;0;1;1024;1024;1024;905;91,1;-61,2;88;3,232;3,111;3,279;0;0;0;0;;193,260495;83,3;6;P-GPS;
83300;25.08.2021 07:03;53,20760456;22,77344129;83,3;82,25;111,010495;193,260495;9,1;0;25,9531;17;5;9,622;193,360495;83,4;20,196;25,9638;0;0;0;91,00;1,7;-3,1;0;1;1024;1024;1024;907;90,5;-61,2;88;3,232;3,111;3,279;0;0;0;0;;193,260495;83,3;6;P-GPS;
83400;25.08.2021 07:03;53,20760448;22,7734414;83,3;82,24;111,020495;193,260495;9,1;0;25,9579;17;5;9,622;193,360495;83,4;20,196;25,9638;0;0;0;90,40;1,8;-3,3;0;1;1024;1024;1024;904;89,8;-61,2;88;3,232;3,111;3,279;0;0;0;0;;193,260495;83,3;6;P-GPS;
83500;25.08.2021 07:03;53,20760452;22,77344143;83,3;82,25;111,010495;193,260495;9,1;0;25,9605;17;5;9,67;193,360495;83,4;20,196;25,9638;0;0;0;89,70;1,8;-3,5;0;1;1024;1024;1024;906;89,1;-61,2;88;3,247;3,133;3,29;0;0;0;0;;193,260495;83,3;6;P-GPS;
83600;25.08.2021 07:03;53,20760461;22,77344137;83,3;82,25;111,010495;193,260495;9,1;0;25,9601;17;5;9,67;193,360495;83,4;20,196;25,9638;0;0;0;89,10;1,5;-3,3;0;1;1024;1024;1024;963;88,4;-61,2;88;3,247;3,133;3,29;0;0;0;0;;193,260495;83,3;6;P-GPS;
83700;25.08.2021 07:03;53,20760466;22,77344138;83,3;82,25;111,010495;193,260495;9,1;0;25,9624;17;5;9,67;193,360495;83,4;20,196;25,9638;0;0;0;88,30;1,4;-3,2;0;1;1024;1024;1024;1024;87,7;-61,2;88;3,247;3,133;3,29;0;0;0;0;;193,260495;83,3;6;P-GPS;
83800;25.08.2021 07:03;53,2076046;22,77344148;83,3;82,25;111,010495;193,260495;9,1;0;25,9668;17;5;9,67;193,360495;83,4;20,196;25,9668;0;0;0;87,70;1,1;-2,9;0;1;1024;1024;1024;1024;87,3;-61,2;88;3,247;3,133;3,29;0;0;0;0;;193,260495;83,3;6;P-GPS;
83900;25.08.2021 07:03;53,20760463;22,77344152;83,3;82,24;111,020495;193,260495;9,1;0;25,9701;17;5;9,67;193,360495;83,4;20,196;25,9701;0;0;0;87,40;1,1;-3,5;0;1;1024;1024;1024;1024;87,3;-61,2;88;3,247;3,133;3,29;0;0;0;0;;193,260495;83,3;6;P-GPS;
84000;25.08.2021 07:03;53,20760457;22,77344165;83,3;82,24;111,020495;193,260495;9,1;0;25,9768;17;5;9,67;193,360495;83,4;20,196;25,9768;0;0;0;87,30;1,4;-3,9;0;1;1024;1024;1024;1024;87,3;-61,2;88;3,247;3,133;3,29;0;0;0;0;;193,260495;83,3;6;P-GPS;
84100;25.08.2021 07:03;53,2076046;22,77344172;83,3;82,24;111,020495;193,260495;9,1;0;25,9823;17;5;9,67;193,360495;83,4;20,196;25,9823;0;0;0;87,30;1,7;-2,5;0;1;1024;1024;1024;1024;87,3;-61,2;88;3,247;3,133;3,29;0;0;0;0;;193,260495;83,3;6;P-GPS;
84200;25.08.2021 07:03;53,20760471;22,77344186;83,3;82,24;111,020495;193,260495;9,1;0;25,9942;17;5;9,67;193,360495;83,4;20,196;25,9942;0;0;0;87,30;1,7;-2,6;0;1;1024;1024;1024;1024;87,3;-61,2;88;3,247;3,133;3,29;0;0;0;0;;193,260495;83,3;6;P-GPS;
84300;25.08.2021 07:03;53,20760471;22,77344193;83,3;82,24;111,020495;193,260495;9,1;0;25,9992;17;5;9,67;193,360495;83,4;20,196;25,9992;0;0;0;87,30;1,5;-3,1;0;1;1024;1024;1024;1024;87,3;-61,2;88;3,247;3,133;3,29;0;0;0;0;;193,260495;83,3;6;P-GPS;
84400;25.08.2021 07:03;53,20760462;22,77344199;83,3;82,24;111,020495;193,260495;9,1;0;25,9997;17;5;9,67;193,360495;83,4;20,196;25,9997;0;0;0;87,30;1,6;-3,4;0;1;1024;1024;1024;1024;87,3;-61,2;88;3,247;3,133;3,29;0;0;0;0;;193,260495;83,3;6;P-GPS;
84500;25.08.2021 07:03;53,20760459;22,77344208;83,3;82,24;111,020495;193,260495;9,1;0;26,0047;17;5;9,702;193,360495;83,4;20,196;26,0047;0;0;0;87,30;2,1;-4;0;1;1024;1024;1024;1024;87,3;-61,2;88;3,255;3,142;3,305;0;0;0;0;;193,260495;83,3;6;P-GPS;
84600;25.08.2021 07:03;53,20760462;22,77344194;83,3;82,24;111,020495;193,260495;9,1;0;25,9969;17;5;9,702;193,360495;83,4;20,196;26,0047;0;0;0;87,10;2,2;-4,2;0;1;1024;1024;1024;1024;87,3;-61,2;88;3,255;3,142;3,305;0;0;0;0;;193,260495;83,3;6;P-GPS;
84700;25.08.2021 07:03;53,20760459;22,773442;83,3;82,24;111,020495;193,260495;9,1;0;25,9995;17;5;9,702;193,360495;83,4;20,196;26,0047;0;0;0;87,20;2,1;-4,7;0;1;1024;1024;1024;1024;87,3;-61,2;88;3,255;3,142;3,305;0;0;0;0;;193,260495;83,3;6;P-GPS;
84800;25.08.2021 07:03;53,20760441;22,77344202;83,3;82,24;111,020495;193,260495;9,1;0;25,9949;17;5;9,702;193,360495;83,4;20,196;26,0047;0;0;0;87,20;1,8;-5;0;1;1024;1024;1024;1024;87,3;-61,2;88;3,255;3,142;3,305;0;0;0;0;;193,260495;83,3;6;P-GPS;
84900;25.08.2021 07:03;53,20760436;22,77344206;83,3;82,24;111,020495;193,260495;9,1;0;25,9959;17;5;9,702;193,360495;83,4;20,196;26,0047;0;0;0;87,20;1,8;-5,2;0;1;1024;1024;1024;1024;87,3;-61,3;88;3,255;3,142;3,305;0;0;0;0;;193,260495;83,3;6;P-GPS;
85000;25.08.2021 07:03;53,20760429;22,77344203;83,3;82,24;111,020495;193,260495;9,1;0;25,9913;17;5;9,702;193,360495;83,4;20,196;26,0047;0;0;0;87,20;2;-5,3;0;1;1024;1024;1024;1024;87,3;-61,3;88;3,255;3,142;3,305;0;0;0;0;;193,260495;83,3;6;P-GPS;
85100;25.08.2021 07:03;53,20760425;22,77344206;83,3;82,24;111,020495;193,260495;9,1;0;25,9915;17;5;9,702;193,360495;83,4;20,196;26,0047;0;0;0;87,10;2,2;-5,5;0;1;1024;1024;1024;1024;87,3;-61,4;88;3,255;3,142;3,305;0;0;0;0;;193,260495;83,3;6;P-GPS;
85200;25.08.2021 07:03;53,20760422;22,77344208;83,3;82,24;111,020495;193,260495;9,1;0;25,9921;17;5;9,702;193,360495;83,4;20,196;26,0047;0;0;0;87,10;1,6;-5,4;0;1;1024;1024;1024;1024;87,3;-61,4;88;3,255;3,142;3,305;0;0;0;0;;193,260495;83,3;6;P-GPS;
85300;25.08.2021 07:03;53,20760419;22,77344208;83,3;82,24;111,020495;193,260495;9,1;0;25,991;17;5;9,702;193,360495;83,4;20,196;26,0047;0;0;0;87,20;1,4;-4,7;0;1;1024;1024;1024;1024;87,3;-61,5;88;3,255;3,142;3,305;0;0;0;0;;193,260495;83,3;6;P-GPS;
85400;25.08.2021 07:03;53,20760415;22,77344211;83,3;82,24;111,020495;193,260495;9,1;0;25,9922;17;5;9,702;193,360495;83,4;20,196;26,0047;0;0;0;87,30;0,6;-4,7;0;1;1024;1024;1024;1024;87,3;-61,6;88;3,255;3,142;3,305;0;0;0;0;;193,260495;83,3;6;P-GPS;
85500;25.08.2021 07:03;53,20760411;22,7734421;83,3;82,24;111,020495;193,260495;9,1;0;25,9901;17;5;9,715;193,360495;83,4;20,196;26,0047;0;0;0;87,40;0,4;-5,8;0;1;1024;1024;1024;1024;87,3;-61,7;88;3,261;3,152;3,302;0;0;0;0;;193,260495;83,3;6;P-GPS;
85600;25.08.2021 07:03;53,20760436;22,77344204;83,3;82,24;111,020495;193,260495;9,1;0;25,9944;17;5;9,715;193,360495;83,4;20,196;26,0047;0;0;0;87,20;1;-6;0;1;1024;1024;1024;1024;87,3;-61,7;88;3,261;3,152;3,302;0;0;0;0;;193,260495;83,3;6;P-GPS;
85700;25.08.2021 07:03;53,20760438;22,77344203;83,4;82,34;111,020495;193,360495;9,1;0;25,9944;17;5;9,715;193,360495;83,4;20,196;26,0047;0;0;0;87,10;1,4;-4,8;0;1;1024;1024;1024;1024;87,3;-61,8;88;3,261;3,152;3,302;0;0;0;0;;193,360495;83,4;6;P-GPS;
85800;25.08.2021 07:03;53,20760426;22,77344189;83,4;82,34;111,020495;193,360495;9,1;0;25,9818;17;5;9,715;193,360495;83,4;20,196;26,0047;0;0;0;87,20;0,7;-5,1;0;1;1024;1024;1024;1024;87,3;-61,9;88;3,261;3,152;3,302;0;0;0;0;;193,360495;83,4;6;P-GPS;
85900;25.08.2021 07:03;53,20760427;22,77344188;83,4;82,34;111,020495;193,360495;9,1;0;25,9813;17;5;9,715;193,360495;83,4;20,196;26,0047;0;0;0;87,40;-0,1;-5,6;0;1;1024;1024;1024;1024;87,3;-62;88;3,261;3,152;3,302;0;0;0;0;;193,360495;83,4;6;P-GPS;
86000;25.08.2021 07:03;53,20760435;22,77344184;83,3;82,24;111,020495;193,260495;9,1;0;25,9813;17;5;9,715;193,360495;83,4;20,196;26,0047;0;0;0;87,40;0,2;-5,6;0;1;1024;1024;1024;1024;87,3;-62,1;88;3,261;3,152;3,302;0;0;0;0;;193,260495;83,3;6;P-GPS;
86100;25.08.2021 07:03;53,2076044;22,77344192;83,4;82,34;111,020495;193,360495;9,1;0;25,9877;17;5;9,715;193,360495;83,4;20,196;26,0047;0;0;0;87,40;1,5;-5,2;0;1;1024;1024;1024;1024;87,3;-62,2;88;3,261;3,152;3,302;0;0;0;0;;193,360495;83,4;6;P-GPS;
